"MUID","SEQN","SNAM","S5ID","CMPPCT","NLAYERS","HYDGRP","SOL_ZMX","ANION_EXCL","SOL_CRK","TEXTURE","SOL_Z1","SOL_BD1","SOL_AWC1","SOL_K1","SOL_CBN1","CLAY1","SILT1","SAND1","ROCK1","SOL_ALB1","USLE_K1","SOL_EC1","SOL_Z2","SOL_BD2","SOL_AWC2","SOL_K2","SOL_CBN2","CLAY2","SILT2","SAND2","ROCK2","SOL_ALB2","USLE_K2","SOL_EC2","SOL_Z3","SOL_BD3","SOL_AWC3","SOL_K3","SOL_CBN3","CLAY3","SILT3","SAND3","ROCK3","SOL_ALB3","USLE_K3","SOL_EC3","SOL_Z4","SOL_BD4","SOL_AWC4","SOL_K4","SOL_CBN4","CLAY4","SILT4","SAND4","ROCK4","SOL_ALB4","USLE_K4","SOL_EC4","SOL_Z5","SOL_BD5","SOL_AWC5","SOL_K5","SOL_CBN5","CLAY5","SILT5","SAND5","ROCK5","SOL_ALB5","USLE_K5","SOL_EC5","SOL_Z6","SOL_BD6","SOL_AWC6","SOL_K6","SOL_CBN6","CLAY6","SILT6","SAND6","ROCK6","SOL_ALB6","USLE_K6","SOL_EC6","SOL_Z7","SOL_BD7","SOL_AWC7","SOL_K7","SOL_CBN7","CLAY7","SILT7","SAND7","ROCK7","SOL_ALB7","USLE_K7","SOL_EC7","SOL_Z8","SOL_BD8","SOL_AWC8","SOL_K8","SOL_CBN8","CLAY8","SILT8","SAND8","ROCK8","SOL_ALB8","USLE_K8","SOL_EC8","SOL_Z9","SOL_BD9","SOL_AWC9","SOL_K9","SOL_CBN9","CLAY9","SILT9","SAND9","ROCK9","SOL_ALB9","USLE_K9","SOL_EC9","SOL_Z10","SOL_BD10","SOL_AWC10","SOL_K10","SOL_CBN10","CLAY10","SILT10","SAND10","ROCK10","SOL_ALB10","USLE_K10","SOL_EC10"
"MBFND~~1~~A","5663","MBFND~~1~~A","SLCMB","100","6","2","1000","0.5","0.5","Not available","150","1.1","21","30","3","20","26","54","0","0.1","0.109447033780814","0","200","1.41","19","30","3","22","37","41","0","0","0","0","400","1.34","19","40.3","1.1","24","38","38","0","0","0","1","500","1.4","17","30","0.7","23","45","32","0","0","0","1","650","1.5","16","30","0.2","29","62","9","0","0","0","1","1000","1.45","15","123.6","0.2","20","42","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFND~~2~~A","5664","MBFND~~2~~A","SLCMB","100","4","2","1000","0.5","0.5","Not available","150","1.34","19","30","1.1","24","38","38","0","0.1","0.155693899171191","1","200","1.4","17","30","0.7","23","45","32","0","0","0","1","350","1.5","16","30","0.2","29","62","9","0","0","0","1","1000","1.45","15","123.6","0.2","20","42","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFND~~3~~A","5665","MBFND~~3~~A","SLCMB","100","3","2","1000","0.5","0.5","Not available","150","1.4","19","30","0.7","25","50","25","0","0.1","0.205967911848715","1","250","1.5","16","30","0.2","29","62","9","0","0","0","1","1000","1.45","15","123.6","0.2","20","42","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFND~~o~~A","5666","MBFND~~o~~A","SLCMB","100","6","2","1200","0.5","0.5","Not available","200","1.5","10","30","1","5","10","85","0","0.1","0.0589682088240386","0","400","1.41","19","30","3","22","37","41","0","0","0","0","700","1.34","19","40.3","1.1","24","38","38","0","0","0","1","800","1.39","17","30","0.7","23","45","32","0","0","0","1","950","1.5","16","30","0.2","29","62","9","0","0","0","1","1200","1.45","15","123.6","0.2","20","42","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFND~~~~~A","5667","MBFND~~~~~A","SLCMB","100","6","3","1000","0.5","0.5","Not available","150","1.1","21","14.2","2.5","17","22","61","0","0.1","0.102053974572444","0","300","1.41","19","11.3","3","22","37","41","0","0","0","0","500","1.34","19","40.3","1.1","24","38","38","0","0","0","1","600","1.39","17","46.7","0.7","23","45","32","0","0","0","1","750","1.5","16","30","0.2","29","62","9","0","0","0","1","1000","1.45","15","123.6","0.2","20","42","38","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFODp~~~~N","5668","MBFODp~~~~N","SLCMB","100","2","2","1000","0.5","0.5","Not available","600","1.56","6","30","2","13","14","73","0","0.1","0.0810581261613297","0","1000","1.68","5","100","0.2","9","5","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFOD~~~~~A","5669","MBFOD~~~~~A","SLCMB","100","3","1","1000","0.5","0.5","Not available","150","1.6","7","100","2.5","13","14","73","0","0.1","0.0799097891447516","0","600","1.56","6","250","0.5","13","14","73","0","0","0","0","1000","1.68","5","250","0.2","9","5","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFOD~~~~~N","5670","MBFOD~~~~~N","SLCMB","100","2","1","1000","0.5","0.5","Not available","600","1.56","6","250","0.5","13","14","73","0","0.1","0.104848734821059","0","1000","1.68","5","250","0.2","9","5","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFOYd~~~~A","5671","MBFOYd~~~~A","SLCMB","100","3","3","1000","0.5","0.5","Not available","150","1.2","21","20","7.8","27","25","48","0","0.1","0.107834222733004","0","300","1.2","22","20","3","23","29","48","4","0","0","1","1000","1.6","16","100","0.3","18","50","32","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFOYpd~~~A","5672","MBFOYpd~~~A","SLCMB","100","3","2","1000","0.5","0.5","Not available","150","1.2","21","20","7.8","27","25","48","0","0.1","0.107834222733004","0","300","1.2","22","20","3","23","29","48","4","0","0","1","1000","1.6","16","100","0.3","18","50","32","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFOYp~~~~N","5673","MBFOYp~~~~N","SLCMB","100","3","2","1000","0.5","0.5","Not available","150","1.2","21","20","7.8","27","25","48","0","0.1","0.107834222733004","0","300","1.2","22","20","3","23","29","48","4","0","0","1","1000","1.6","16","100","0.3","18","50","32","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFOY~~~~~A","5674","MBFOY~~~~~A","SLCMB","100","3","2","1000","0.5","0.5","Not available","150","1.2","21","20","7.8","27","25","48","0","0.1","0.107834222733004","0","300","1.2","22","20","3","23","29","48","4","0","0","1","1000","1.6","16","100","0.3","18","50","32","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFOY~~~~~N","5675","MBFOY~~~~~N","SLCMB","100","3","2","1000","0.5","0.5","Not available","150","1.2","21","20","7.8","27","25","48","0","0.1","0.107834222733004","0","300","1.2","22","20","3","23","29","48","4","0","0","1","1000","1.6","16","100","0.3","18","50","32","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFRSs~~~~A","5676","MBFRSs~~~~A","SLCMB","100","4","3","1000","0.5","0.5","Not available","150","1.21","20","20","3.9","30","40","30","0","0.1","0.134809804820501","5","350","1.42","20","20","2.3","33","36","31","0","0","0","5","500","1.51","19","20","0.9","32","38","30","5","0","0","5","1000","1.51","15","20","0.2","28","38","34","8","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFRS~~1~~A","5677","MBFRS~~1~~A","SLCMB","100","3","3","1000","0.5","0.5","Not available","150","1.21","20","20","2.5","30","40","30","0","0.1","0.135265088408071","1","300","1.51","19","20","0.9","32","38","30","5","0","0","1","1000","1.51","15","20","0.2","28","38","34","8","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFRS~~~~~A","5678","MBFRS~~~~~A","SLCMB","100","4","3","1000","0.5","0.5","Not available","150","1.21","20","20","3.9","30","40","30","0","0.1","0.134809804820501","1","350","1.42","20","20","2.3","33","36","31","0","0","0","0","500","1.51","19","20","0.9","32","38","30","5","0","0","1","1000","1.51","15","20","0.2","28","38","34","8","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFRTs~~~~A","5679","MBFRTs~~~~A","SLCMB","100","4","4","1000","0.5","0.5","Not available","150","1.3","26","10","3","43","38","19","0","0.1","0.139124230526606","5","300","1.35","21","3","2","52","34","14","0","0","0","5","600","1.7","9","10","0.2","30","39","31","8","0","0","6","1000","1.75","13","10","0.2","26","38","36","8","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFRTs~~~~N","5680","MBFRTs~~~~N","SLCMB","100","4","4","1000","0.5","0.5","Not available","150","1.25","26","10","3.1","43","38","19","0","0.1","0.139098772089136","5","300","1.35","21","3","2","52","34","14","0","0","0","5","600","1.7","9","10","0.2","30","39","31","8","0","0","6","1000","1.75","13","10","0.2","26","38","36","8","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFRT~~~~~A","5681","MBFRT~~~~~A","SLCMB","100","4","4","1000","0.5","0.5","Not available","150","1.3","26","10","3","43","38","19","0","0.1","0.139124230526606","0","300","1.35","21","3","2","52","34","14","0","0","0","0","600","1.7","9","10","0.2","30","39","31","8","0","0","1","1000","1.75","13","10","0.2","26","38","36","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFRT~~~~~N","5682","MBFRT~~~~~N","SLCMB","100","4","4","1000","0.5","0.5","Not available","150","1.25","26","10","3.1","43","38","19","0","0.1","0.139098772089136","0","300","1.35","21","3","2","52","34","14","0","0","0","0","600","1.7","9","10","0.2","30","39","31","8","0","0","1","1000","1.75","13","10","0.2","26","38","36","8","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFSO~~~~~A","5683","MBFSO~~~~~A","SLCMB","100","5","2","1000","0.5","0.5","Not available","150","1.1","26","100","4","28","45","27","0","0.1","0.145970782224179","1","240","1.3","23","100","2","30","42","28","0","0","0","0","550","1.3","18","78","1.1","31","40","29","0","0","0","0","650","1.3","18","20","0.7","24","37","39","5","0","0","0","1000","1.35","18","20","0.2","23","36","41","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFSO~~~~~N","5684","MBFSO~~~~~N","SLCMB","100","5","2","1000","0.5","0.5","Not available","130","1.1","26","100","5.5","28","45","27","0","0.1","0.145967048506035","1","240","1.3","23","100","2","30","42","28","0","0","0","0","550","1.3","18","78","1.1","31","40","29","0","0","0","0","650","1.3","18","20","0.7","24","37","39","5","0","0","0","1000","1.35","18","20","0.2","23","36","41","5","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFTEs~~~~A","5685","MBFTEs~~~~A","SLCMB","100","5","4","1000","0.5","0.5","Not available","180","1.1","26","10","3.4","50","44","6","0","0.1","0.228123760372117","5","250","1.2","27","10","0.8","52","40","8","0","0","0","5","600","1.3","26","3","1.1","49","48","3","0","0","0","5","800","1.4","18","10","3","52","31","17","0","0","0","5","1000","1.4","22","3","0.8","48","47","5","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFTE~~~~~A","5686","MBFTE~~~~~A","SLCMB","100","5","4","1000","0.5","0.5","Not available","180","1.1","26","10","3.4","50","44","6","0","0.1","0.228123760372117","1","250","1.2","27","10","0.8","52","40","8","0","0","0","0","600","1.3","26","3","1.1","49","48","3","0","0","0","1","800","1.4","18","10","3","52","31","17","0","0","0","1","1000","1.4","22","3","0.8","48","47","5","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFTN1~~~~A","5687","MBFTN1~~~~A","SLCMB","100","3","2","1000","0.5","0.5","Not available","200","1.4","15","20","4","16","24","60","0","0.1","0.10538721403049","0","400","1.6","5","250","1","9","9","82","0","0","0","1","1000","1.66","5","250","0.2","3","5","92","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFTNp~~~~N","5688","MBFTNp~~~~N","SLCMB","100","3","2","1000","0.5","0.5","Not available","200","1.4","15","20","4","16","24","60","0","0.1","0.10538721403049","0","400","1.6","5","250","1","9","9","82","10","0","0","1","1000","1.7","5","600","0.2","3","5","92","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFTN~~~~~N","5689","MBFTN~~~~~N","SLCMB","100","3","2","1000","0.5","0.5","Not available","200","1.4","15","20","4","16","24","60","0","0.1","0.10538721403049","0","400","1.6","5","250","1","9","9","82","10","0","0","1","1000","1.7","5","600","0.2","3","5","92","10","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFTY~~~~~A","5690","MBFTY~~~~~A","SLCMB","100","5","3","1000","0.5","0.5","Not available","150","1.2","28","3","3","49","43","8","0","0.1","0.202310973518626","0","460","1.3","23","3","1.7","53","36","11","0","0","0","0","520","1.24","26","3","1.3","49","41","10","0","0","0","0","800","1.28","27","3","0.5","55","36","9","0","0","0","0","1000","1.4","19","3","0.3","41","50","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFTY~~~~~N","5691","MBFTY~~~~~N","SLCMB","100","5","3","1000","0.5","0.5","Not available","180","1.2","28","3","4.3","49","43","8","0","0.1","0.202180326990613","0","460","1.3","23","3","1.7","53","36","11","0","0","0","0","520","1.24","26","3","1.3","49","41","10","0","0","0","0","800","1.28","27","3","0.5","55","36","9","0","0","0","0","1000","1.4","19","3","0.3","41","50","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFVL~~~~~N","5692","MBFVL~~~~~N","SLCMB","100","5","4","1000","0.5","0.5","Not available","50","1.25","15","30","9","30","36","34","0","0.1","0.126937031931004","2","100","1.4","14","3","3.2","23","35","42","0","0","0","0","200","1.5","16","1","2.3","31","31","38","0","0","0","0","600","1.5","18","1","1.5","52","24","24","0","0","0","2","1000","1.35","22","3","0.7","45","42","13","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFYK~~~~~N","5693","MBFYK~~~~~N","SLCMB","100","4","1","1000","0.5","0.5","Not available","100","1.6","2","250","2.2","5","15","80","15","0.1","0.0687824761001261","0","300","1.55","3","250","0.8","5","20","75","20","0","0","0","450","1.58","4","600","0.4","3","23","74","20","0","0","0","1000","1.7","4","600","0","1","19","80","25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFYLds~~~A","5694","MBFYLds~~~A","SLCMB","100","5","4","1000","0.5","0.5","Not available","150","1","27","10","7.5","56","35","9","0","0.1","0.16637241694991","4","200","1.14","26","3","3.4","62","25","13","0","0","0","5","360","1.1","26","1.5","0.6","84","9","7","0","0","0","5","530","1.32","28","1.5","0.4","59","36","5","0","0","0","5","1000","1.3","27","1.5","0.2","71","25","4","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFYLd~~~~A","5695","MBFYLd~~~~A","SLCMB","100","5","4","1000","0.5","0.5","Not available","150","1","28","10","7.5","56","35","9","0","0.1","0.16637241694991","1","200","1.14","27","3","3.4","62","25","13","0","0","0","1","360","1.1","27","1.5","0.6","84","9","7","0","0","0","0","530","1.32","28","1.5","0.4","59","36","5","0","0","0","1","1000","1.3","27","1.5","0.2","71","25","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFYLpd~~~A","5696","MBFYLpd~~~A","SLCMB","100","4","3","1000","0.5","0.5","Not available","150","1.14","27","3","3.4","62","25","13","0","0.1","0.121241679011424","1","310","1.1","27","1.5","0.6","84","9","7","0","0","0","0","480","1.32","28","1.5","0.4","59","36","5","0","0","0","1","1000","1.3","27","1.5","0.2","71","25","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFYLp~~~~A","5697","MBFYLp~~~~A","SLCMB","100","4","3","1000","0.5","0.5","Not available","150","1.14","27","3","3.4","62","25","13","0","0.1","0.121241679011424","1","310","1.1","27","1.5","0.6","84","9","7","0","0","0","0","480","1.32","28","1.5","0.4","59","36","5","0","0","0","1","1000","1.3","27","1.5","0.2","71","25","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFYLp~~~~N","5698","MBFYLp~~~~N","SLCMB","100","4","3","1000","0.5","0.5","Not available","150","1.14","27","3","3.4","62","25","13","0","0.1","0.121241679011424","1","310","1.1","27","1.5","0.6","84","9","7","0","0","0","0","480","1.32","28","1.5","0.4","59","36","5","0","0","0","1","1000","1.3","27","1.5","0.2","71","25","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFYLs~~~~A","5699","MBFYLs~~~~A","SLCMB","100","5","3","1000","0.5","0.5","Not available","150","1","27","10","7.5","56","35","9","0","0.1","0.16637241694991","4","200","1.14","26","3","3.4","62","25","13","0","0","0","5","360","1.1","26","1.5","0.6","84","9","7","0","0","0","5","530","1.32","28","1.5","0.4","59","36","5","0","0","0","5","1000","1.3","27","1.5","0.2","71","25","4","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFYL~~~~~A","5700","MBFYL~~~~~A","SLCMB","100","5","3","1000","0.5","0.5","Not available","150","1","28","10","7.5","56","35","9","0","0.1","0.16637241694991","1","200","1.14","27","3","3.4","62","25","13","0","0","0","1","360","1.1","27","1.5","0.6","84","9","7","0","0","0","0","530","1.32","28","1.5","0.4","59","36","5","0","0","0","1","1000","1.3","27","1.5","0.2","71","25","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBFYL~~~~~N","5701","MBFYL~~~~~N","SLCMB","100","4","3","1000","0.5","0.5","Not available","150","1.14","27","3","3.4","62","25","13","0","0.1","0.121241679011424","1","310","1.1","27","1.5","0.6","84","9","7","0","0","0","0","480","1.32","28","1.5","0.4","59","36","5","0","0","0","1","1000","1.3","27","1.5","0.2","71","25","4","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"MBGBO1~1~~A","5702","MBGBO1~1~~A","SLCMB","100","5","3","1000","0.5","0.5","Not available","150","1.4","10","30","2.3","17","19","64","0","0.1","0.0961697699084964","0","300","1.4","14","30","3.3","19","26","55","0","0","0","0","450","1.35","15","10","1.2","40","45","15","0","0","0","0","650","1.5","10","30","0.5","23","36","41","0","0","0","0","1000","1.6","7","250","0.2","3","2","95","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
