"MUID","SEQN","SNAM","S5ID","CMPPCT","NLAYERS","HYDGRP","SOL_ZMX","ANION_EXCL","SOL_CRK","TEXTURE","SOL_Z1","SOL_BD1","SOL_AWC1","SOL_K1","SOL_CBN1","CLAY1","SILT1","SAND1","ROCK1","SOL_ALB1","USLE_K1","SOL_EC1","SOL_Z2","SOL_BD2","SOL_AWC2","SOL_K2","SOL_CBN2","CLAY2","SILT2","SAND2","ROCK2","SOL_ALB2","USLE_K2","SOL_EC2","SOL_Z3","SOL_BD3","SOL_AWC3","SOL_K3","SOL_CBN3","CLAY3","SILT3","SAND3","ROCK3","SOL_ALB3","USLE_K3","SOL_EC3","SOL_Z4","SOL_BD4","SOL_AWC4","SOL_K4","SOL_CBN4","CLAY4","SILT4","SAND4","ROCK4","SOL_ALB4","USLE_K4","SOL_EC4","SOL_Z5","SOL_BD5","SOL_AWC5","SOL_K5","SOL_CBN5","CLAY5","SILT5","SAND5","ROCK5","SOL_ALB5","USLE_K5","SOL_EC5","SOL_Z6","SOL_BD6","SOL_AWC6","SOL_K6","SOL_CBN6","CLAY6","SILT6","SAND6","ROCK6","SOL_ALB6","USLE_K6","SOL_EC6","SOL_Z7","SOL_BD7","SOL_AWC7","SOL_K7","SOL_CBN7","CLAY7","SILT7","SAND7","ROCK7","SOL_ALB7","USLE_K7","SOL_EC7","SOL_Z8","SOL_BD8","SOL_AWC8","SOL_K8","SOL_CBN8","CLAY8","SILT8","SAND8","ROCK8","SOL_ALB8","USLE_K8","SOL_EC8","SOL_Z9","SOL_BD9","SOL_AWC9","SOL_K9","SOL_CBN9","CLAY9","SILT9","SAND9","ROCK9","SOL_ALB9","USLE_K9","SOL_EC9","SOL_Z10","SOL_BD10","SOL_AWC10","SOL_K10","SOL_CBN10","CLAY10","SILT10","SAND10","ROCK10","SOL_ALB10","USLE_K10","SOL_EC10"
"ABFMNaa~~~N","1611","ABFMNaa~~~N","SLCAB","100","5","4","1000","0.5","0.5","Not available","100","1.15","12","300","5","15","40","45","5","0.1","0.132975779745787","0","250","1.65","16","0","0.5","30","30","40","5","0","0","4","300","1.5","14","30","0.5","25","30","45","5","0","0","9","400","1.5","14","30","0","25","30","45","5","0","0","10","1000","1.45","15","10","0","30","40","30","5","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFMN~~~~~N","1612","ABFMN~~~~~N","SLCAB","100","5","4","1000","0.5","0.5","Not available","100","1.15","12","300","5","15","40","45","5","0.1","0.132975779745787","0","250","1.65","16","0","0.5","30","30","40","5","0","0","4","300","1.5","14","30","0.5","25","30","45","5","0","0","9","400","1.5","14","30","0","25","30","45","5","0","0","10","1000","1.45","15","10","0","30","40","30","5","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFMTca~~~A","1613","ABFMTca~~~A","SLCAB","100","6","2","1500","0.5","0.5","Not available","120","1.25","13","100","1.1","20","45","35","5","0.1","0.171022608721234","0","280","1.4","14","100","0.9","26","38","36","5","0","0","0","380","1.4","15","100","1.2","23","44","33","5","0","0","0","640","1.45","13","30","0","28","27","45","5","0","0","0","910","1.5","13","30","0","21","29","50","5","0","0","0","1500","1.5","15","30","0","25","36","39","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFMTco~~~N","1614","ABFMTco~~~N","SLCAB","100","6","1","1000","0.5","0.5","Not available","150","1.2","7","600","1.6","8","16","76","5","0.1","0.0836174881651205","0","250","1.45","6","300","0.9","10","12","78","5","0","0","0","350","1.45","9","300","1.2","14","21","65","5","0","0","0","600","1.55","8","100","0","12","16","72","5","0","0","0","850","1.55","8","100","0","12","16","72","5","0","0","0","1000","1.55","8","100","0","12","16","72","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFMTst~~~N","1615","ABFMTst~~~N","SLCAB","100","6","2","1000","0.5","0.5","Not available","150","1.15","11","300","2","10","45","45","15","0.1","0.144090341986677","0","250","1.4","14","100","0.9","26","38","36","10","0","0","0","350","1.4","15","100","1.2","23","44","33","5","0","0","0","600","1.45","13","30","0","28","27","45","5","0","0","0","850","1.5","13","30","0","21","29","50","5","0","0","0","1000","1.5","15","30","0","25","36","39","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFMTzr~~~A","1616","ABFMTzr~~~A","SLCAB","100","4","2","1300","0.5","0.5","Not available","120","1.25","13","100","1.1","20","45","35","5","0.1","0.171022608721234","0","380","1.45","13","30","0","28","27","45","5","0","0","0","650","1.5","13","30","0","21","29","50","5","0","0","0","1300","1.5","15","30","0","25","36","39","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFMT~~~~~A","1617","ABFMT~~~~~A","SLCAB","100","6","2","1500","0.5","0.5","Not available","120","1.25","13","100","1.5","20","45","35","5","0.1","0.154556399591257","0","280","1.4","14","100","0.9","26","38","36","5","0","0","0","380","1.4","15","100","1.2","23","44","33","5","0","0","0","640","1.45","13","30","0","28","27","45","5","0","0","0","910","1.5","13","30","0","21","29","50","5","0","0","0","1500","1.5","15","30","0","25","36","39","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFMT~~~~~N","1618","ABFMT~~~~~N","SLCAB","100","6","2","1500","0.5","0.5","Not available","150","1.15","12","300","2","17","49","34","5","0.1","0.153520428971982","0","280","1.4","14","100","0.9","26","38","36","5","0","0","0","380","1.4","15","100","1.2","23","44","33","5","0","0","0","640","1.45","13","30","0","28","27","45","5","0","0","0","910","1.5","13","30","0","21","29","50","5","0","0","0","1500","1.5","15","30","0","25","36","39","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFNC~~~~~N","1619","ABFNC~~~~~N","SLCAB","100","5","2","1900","0.5","0.5","Not available","30","1.1","13","300","2","19","55","26","0","0.1","0.174314988287947","0","250","1.3","14","100","1","11","62","27","0","0","0","0","710","1.4","18","30","0.6","29","56","15","0","0","0","0","1040","1.4","17","30","0.5","25","55","20","0","0","0","0","1900","1.45","18","10","0","30","50","20","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFNR~~~~~A","1620","ABFNR~~~~~A","SLCAB","100","6","4","1000","0.5","0.5","Not available","180","1.4","7","300","1.5","8","6","86","0","0.1","0.0420692310410814","0","250","1.3","6","600","1.2","8","6","86","0","0","0","0","350","1.45","7","300","1.5","6","6","88","0","0","0","0","500","1.65","17","0","0.5","25","41","34","5","0","0","0","600","1.5","14","30","0","26","36","38","5","0","0","0","1000","1.45","14","30","0","28","34","38","5","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFNR~~~~~N","1621","ABFNR~~~~~N","SLCAB","100","6","4","1000","0.5","0.5","Not available","150","1.3","7","600","2","8","6","86","0","0.1","0.0395525891735812","0","250","1.3","6","600","1.8","8","6","86","0","0","0","0","350","1.45","7","300","1.5","6","6","88","0","0","0","0","500","1.65","17","0","0.5","25","41","34","5","0","0","0","600","1.5","14","30","0","26","36","38","5","0","0","0","1000","1.45","14","30","0","28","34","38","5","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFORgr~~~A","1622","ABFORgr~~~A","SLCAB","100","4","2","1000","0.5","0.5","Not available","150","1.35","10","100","2","15","15","70","15","0.1","0.0861930480193971","0","300","1.45","8","300","1","15","15","70","15","0","0","0","600","1.45","8","300","1","18","17","65","10","0","0","0","1000","1.35","18","0","0","40","45","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFORgr~~~N","1623","ABFORgr~~~N","SLCAB","100","4","1","1000","0.5","0.5","Not available","150","1.2","9","300","2.6","15","15","70","15","0.1","0.0848904589252091","0","300","1.45","8","300","1","15","15","70","15","0","0","0","600","1.45","8","300","1","18","17","65","10","0","0","0","1000","1.35","18","0","0","40","45","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFOR~~~~~A","1624","ABFOR~~~~~A","SLCAB","100","4","2","1000","0.5","0.5","Not available","150","1.35","10","100","2","15","15","70","0","0.1","0.0861930480193971","0","300","1.45","8","300","1","15","15","70","0","0","0","0","600","1.45","8","300","1","18","17","65","0","0","0","0","1000","1.35","18","0","0","40","45","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFOR~~~~~N","1625","ABFOR~~~~~N","SLCAB","100","4","1","1000","0.5","0.5","Not available","150","1.2","9","300","2.6","15","15","70","0","0.1","0.0848904589252091","0","300","1.45","8","300","1","15","15","70","0","0","0","0","600","1.45","8","300","1","18","17","65","0","0","0","0","1000","1.35","18","0","0","40","45","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFRKaa~~~N","1626","ABFRKaa~~~N","SLCAB","100","5","1","1100","0.5","0.5","Not available","20","1.4","12","600","7.2","8","54","38","40","0.1","0.160069478310319","0","300","1.4","13","600","2.8","8","56","36","40","0","0","0","450","1.4","15","100","1.9","13","61","26","50","0","0","0","550","1.4","13","300","0","4","70","26","50","0","0","0","1100","1.4","13","100","0","11","51","38","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFRK~~~~~N","1627","ABFRK~~~~~N","SLCAB","100","5","1","1100","0.5","0.5","Not available","20","1.4","12","600","7.2","8","54","38","40","0.1","0.160069478310319","0","300","1.4","13","600","2.8","8","56","36","40","0","0","0","450","1.4","15","100","1.9","13","61","26","50","0","0","0","550","1.4","13","300","0","4","70","26","50","0","0","0","1100","1.4","13","100","0","11","51","38","50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFRT~~~~~N","1628","ABFRT~~~~~N","SLCAB","100","5","2","1000","0.5","0.5","Not available","150","1.4","10","300","0.4","6","41","53","0","0.1","0.177724555014298","0","200","1.5","12","300","1","10","35","55","0","0","0","0","500","1.55","12","30","0.9","21","25","54","0","0","0","1","750","1.5","11","30","0.6","22","19","59","0","0","0","0","1000","1.55","2","300","0.2","0","11","89","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFRX~~~~~N","1629","ABFRX~~~~~N","SLCAB","100","5","1","1000","0.5","0.5","Not available","20","1.3","14","100","0.5","22","55","23","2","0.1","0.231974688871103","0","230","1.4","17","100","1.7","22","55","23","5","0","0","0","320","1.55","10","100","0","10","30","60","25","0","0","0","450","1.55","9","300","0","9","28","63","30","0","0","0","1000","1.55","7","300","0","7","22","71","75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFRY~~~~~A","1630","ABFRY~~~~~A","SLCAB","100","6","2","1070","0.5","0.5","Not available","180","1.25","13","100","4","18","39","43","3","0.1","0.13137732493537","0","200","1.35","13","100","1.1","16","45","39","5","0","0","0","460","1.55","16","30","1.1","27","37","36","5","0","0","0","690","1.5","14","30","0","21","35","44","5","0","0","0","890","1.55","12","100","0","18","29","53","5","0","0","0","1070","1.45","13","30","0","28","28","44","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFRY~~~~~N","1631","ABFRY~~~~~N","SLCAB","100","6","2","1070","0.5","0.5","Not available","180","1.15","12","300","5.2","18","39","43","3","0.1","0.131374010635333","0","200","1.35","13","100","1.1","16","45","39","5","0","0","0","460","1.55","16","30","1.1","27","37","36","5","0","0","0","690","1.5","14","30","0.5","21","35","44","5","0","0","0","890","1.55","12","100","0","18","29","53","5","0","0","0","1070","1.45","13","30","0","28","28","44","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSHaaxt~A","1632","ABFSHaaxt~A","SLCAB","100","3","3","1000","0.5","0.5","Not available","200","1.1","16","30","4.8","42","54","4","0","0.1","0.304794329358051","0","500","1.35","20","30","1.5","40","58","2","0","0","0","0","1000","1.45","16","10","0","34","34","32","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSHaa~~~A","1633","ABFSHaa~~~A","SLCAB","100","3","3","1000","0.5","0.5","Not available","200","1.1","16","30","4.8","42","54","4","0","0.1","0.304794329358051","0","500","1.35","20","30","1.5","40","58","2","0","0","0","0","1000","1.35","19","10","0","39","55","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSHaa~~~N","1634","ABFSHaa~~~N","SLCAB","100","4","4","1500","0.5","0.5","Not available","180","1","14","100","6.2","42","54","4","0","0.1","0.3047937181839","0","500","1.35","20","30","1.5","40","58","2","0","0","0","0","1000","1.35","19","10","0","39","55","6","1","0","0","0","1500","1.3","19","0","0","55","43","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSHca~~~A","1635","ABFSHca~~~A","SLCAB","100","3","3","1000","0.5","0.5","Not available","200","1.1","15","30","3.6","42","54","4","0","0.1","0.304822143875794","0","500","1.35","20","30","1.5","40","58","2","0","0","0","0","1000","1.35","19","10","0","39","55","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSHgr~~~A","1636","ABFSHgr~~~A","SLCAB","100","3","3","1000","0.5","0.5","Not available","200","1.1","16","30","4.8","42","54","4","10","0.1","0.304794329358051","0","500","1.35","20","30","1.5","40","58","2","15","0","0","0","1000","1.35","19","10","0","39","55","6","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSHsa~~~N","1637","ABFSHsa~~~N","SLCAB","100","5","4","1000","0.5","0.5","Not available","180","1","14","100","6.2","42","54","4","0","0.1","0.3047937181839","0","210","1.3","18","30","1.5","40","58","2","0","0","0","0","350","1.4","20","0","1","49","48","3","0","0","0","0","500","1.3","18","0","0.5","44","50","6","1","0","0","8","1000","1.3","19","0","0","55","43","2","1","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSHxt~~~A","1638","ABFSHxt~~~A","SLCAB","100","3","3","1000","0.5","0.5","Not available","200","1.1","16","30","4.8","42","54","4","0","0.1","0.304794329358051","0","500","1.35","20","30","1.5","40","58","2","0","0","0","0","1000","1.45","16","10","0","34","34","32","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSH~~~~~A","1639","ABFSH~~~~~A","SLCAB","100","3","3","1000","0.5","0.5","Not available","200","1.1","16","30","4.8","42","54","4","0","0.1","0.304794329358051","0","500","1.35","20","30","1.5","40","58","2","0","0","0","0","1000","1.35","19","10","0","39","55","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSH~~~~~N","1640","ABFSH~~~~~N","SLCAB","100","4","4","1500","0.5","0.5","Not available","180","1","14","100","6.2","42","54","4","0","0.1","0.3047937181839","0","500","1.35","20","30","1.5","40","58","2","0","0","0","0","1000","1.35","19","10","0","39","55","6","1","0","0","0","1500","1.3","19","0","0","55","43","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSTaa~~~A","1641","ABFSTaa~~~A","SLCAB","100","7","3","1200","0.5","0.5","Not available","180","1.25","13","100","2.5","20","35","45","5","0.1","0.125066742584326","0","230","1.45","15","100","1.2","25","36","39","5","0","0","0","360","1.6","16","10","0.8","28","32","40","5","0","0","0","510","1.5","13","30","0.5","21","29","50","5","0","0","0","800","1.5","12","30","0","21","27","52","5","0","0","0","950","1.45","14","10","0","30","30","40","5","0","0","1","1200","1.45","14","10","0","30","30","40","5","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSTaa~~~N","1642","ABFSTaa~~~N","SLCAB","100","7","3","1200","0.5","0.5","Not available","150","1.15","11","300","3.3","16","36","48","5","0.1","0.126247335389284","0","230","1.45","15","100","1.2","25","36","39","5","0","0","0","360","1.6","16","10","0.8","28","32","40","5","0","0","0","510","1.5","13","30","0.5","21","29","50","5","0","0","0","800","1.5","12","30","0","21","27","52","5","0","0","0","950","1.45","14","10","0","30","30","40","5","0","0","1","1200","1.45","14","10","0","30","30","40","5","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFSTst~~~N","1643","ABFSTst~~~N","SLCAB","100","7","3","1200","0.5","0.5","Not available","150","1.15","11","300","3.3","16","36","48","10","0.1","0.126247335389284","0","230","1.45","15","100","1.2","25","36","39","10","0","0","0","360","1.6","16","10","0.8","28","32","40","10","0","0","0","510","1.5","13","30","0.5","21","29","50","10","0","0","0","800","1.5","12","30","0","21","27","52","20","0","0","0","950","1.45","14","10","0","30","30","40","20","0","0","1","1200","1.45","14","10","0","30","30","40","20","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFST~~~~~A","1644","ABFST~~~~~A","SLCAB","100","7","3","1200","0.5","0.5","Not available","180","1.25","13","100","2.5","20","35","45","5","0.1","0.125066742584326","0","230","1.45","15","100","1.2","25","36","39","5","0","0","0","360","1.6","16","10","0.8","28","32","40","5","0","0","0","510","1.5","13","30","0.5","21","29","50","5","0","0","0","800","1.5","12","30","0","21","27","52","5","0","0","0","950","1.45","14","10","0","30","30","40","5","0","0","1","1200","1.45","14","10","0","30","30","40","5","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFST~~~~~N","1645","ABFST~~~~~N","SLCAB","100","7","3","1200","0.5","0.5","Not available","150","1.15","11","300","3.3","16","36","48","5","0.1","0.126247335389284","0","230","1.45","15","100","1.2","25","36","39","5","0","0","0","360","1.6","16","10","0.8","28","32","40","5","0","0","0","510","1.5","13","30","0.5","21","29","50","5","0","0","0","800","1.5","12","30","0","21","27","52","5","0","0","0","950","1.45","14","10","0","30","30","40","5","0","0","1","1200","1.45","14","10","0","30","30","40","5","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFTHaa~~~N","1646","ABFTHaa~~~N","SLCAB","100","4","1","1000","0.5","0.5","Not available","180","1.2","11","300","4.2","13","28","59","2","0.1","0.112329733601885","0","330","1.55","10","100","2.7","15","23","62","35","0","0","0","510","1.55","5","300","0.5","5","12","83","50","0","0","0","1000","1.55","4","300","0","4","12","84","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFTH~~~~~A","1647","ABFTH~~~~~A","SLCAB","100","4","1","1000","0.5","0.5","Not available","180","1.35","12","100","3.2","13","28","59","2","0.1","0.112366539463416","0","330","1.55","10","100","2.7","15","23","62","35","0","0","0","510","1.55","5","300","0.5","5","12","83","50","0","0","0","1000","1.55","4","300","0","4","12","84","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFTH~~~~~N","1648","ABFTH~~~~~N","SLCAB","100","4","1","1000","0.5","0.5","Not available","180","1.2","11","300","4.2","13","28","59","2","0.1","0.112329733601885","0","330","1.55","10","100","2.7","15","23","62","35","0","0","0","510","1.55","5","300","0.5","5","12","83","50","0","0","0","1000","1.55","4","300","0","4","12","84","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ABFTVglsc~A","1649","ABFTVglsc~A","SLCAB","100","6","3","1000","0.5","0.5","Not available","150","1.15","12","300","3.7","9","52","39","0","0.1","0.155553267896986","0","250","1.4","15","100","0.6","20","57","23","0","0","0","0","380","1.55","17","30","0.6","23","49","28","0","0","0","0","460","1.5","15","100","0.6","19","48","33","0","0","0","2","650","1.5","16","100","0.7","19","49","32","0","0","0","11","1000","1.5","16","100","0.3","19","49","32","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
